queryid,responseid,queryname,responsename,releasedate,requiredage,democount,developercount,dlccount,metacritic,moviecount,packagecount,recommendationcount,publishercount,screenshotcount,steamspyowners,steamspyownersvariance,steamspyplayersestimate,steamspyplayersvariance,achievementcount,achievementhighlightedcount,controllersupport,isfree,freeveravail,purchaseavail,subscriptionavail,platformwindows,platformlinux,platformmac,pcreqshavemin,pcreqshaverec,linuxreqshavemin,linuxreqshaverec,macreqshavemin,macreqshaverec,categorysingleplayer,categorymultiplayer,categorycoop,categorymmo,categoryinapppurchase,categoryincludesrcsdk,categoryincludeleveleditor,categoryvrsupport,genreisnongame,genreisindie,genreisaction,genreisadventure,genreiscasual,genreisstrategy,genreisrpg,genreissimulation,genreisearlyaccess,genreisfreetoplay,genreissports,genreisracing,genreismassivelymultiplayer,pricecurrency,priceinitial,pricefinal,supportemail,supporturl,abouttext,background,shortdescrip,detaileddescrip,drmnotice,extuseracctnotice,headerimage,legalnotice,reviews,supportedlanguages,website,pcminreqstext,pcrecreqstext,linuxminreqstext,linuxrecreqstext,macminreqstext,macrecreqstext
220,220,Half-Life 2,Half-Life 2,Nov 16 2004,0,1,1,1,96,2,2,35792,1,9,9901173,81234,5695963,61979,33,10,false,false,false,true,false,true,true,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,9.99,9.99,,http://steamcommunity.com/app/220,1998. HALF-LIFE sends a shock through the game industry with its combination of pounding action and continuous immersive storytelling. Valves debut title wins more than 50 game-of-the-year awards on its way to being named Best PC Game Ever by PC Gamer and launches a franchise with more than eight million retail units sold worldwide.NOW. By taking the suspense challenge and visceral charge of the original and adding startling new realism and responsiveness Half-Life 2 opens the door to a world where the players presence affects everything around him from the physical environment to the behaviors even the emotions of both friends and enemies.The player again picks up the crowbar of research scientist Gordon Freeman who finds himself on an alien-infested Earth being picked to the bone its resources depleted its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people he cares about are counting on him.The intense real-time gameplay of Half-Life 2 is made possible only by Source® Valves new proprietary engine technology. Source provides major enhancements in:Characters: Advanced facial animation system delivers the most sophisticated in-game characters ever seen. With 40 distinct facial muscles human characters convey the full array of human emotion and respond to the player with fluidity and intelligence.Physics: From pebbles to water to 2-ton trucks respond as expected as they obey the laws of mass friction gravity and buoyancy.Graphics: Sources shader-based renderer like the one used at Pixar to create movies such as Toy Story® and Monsters Inc.® creates the most beautiful and realistic environments ever seen in a video game.AI: Neither friends nor enemies charge blindly into the fray. They can assess threats navigate tricky terrain and fashion weapons from whatever is at hand.,http://cdn.akamai.steamstatic.com/steam/apps/220/page_bg_generated_v6b.jpg?t=1456860366,"#app_220_note_1",1998. HALF-LIFE sends a shock through the game industry with its combination of pounding action and continuous immersive storytelling. Valves debut title wins more than 50 game-of-the-year awards on its way to being named Best PC Game Ever by PC Gamer and launches a franchise with more than eight million retail units sold worldwide.NOW. By taking the suspense challenge and visceral charge of the original and adding startling new realism and responsiveness Half-Life 2 opens the door to a world where the players presence affects everything around him from the physical environment to the behaviors even the emotions of both friends and enemies.The player again picks up the crowbar of research scientist Gordon Freeman who finds himself on an alien-infested Earth being picked to the bone its resources depleted its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people he cares about are counting on him.The intense real-time gameplay of Half-Life 2 is made possible only by Source® Valves new proprietary engine technology. Source provides major enhancements in:Characters: Advanced facial animation system delivers the most sophisticated in-game characters ever seen. With 40 distinct facial muscles human characters convey the full array of human emotion and respond to the player with fluidity and intelligence.Physics: From pebbles to water to 2-ton trucks respond as expected as they obey the laws of mass friction gravity and buoyancy.Graphics: Sources shader-based renderer like the one used at Pixar to create movies such as Toy Story® and Monsters Inc.® creates the most beautiful and realistic environments ever seen in a video game.AI: Neither friends nor enemies charge blindly into the fray. They can assess threats navigate tricky terrain and fashion weapons from whatever is at hand.,,,http://cdn.akamai.steamstatic.com/steam/apps/220/header.jpg?t=1456860366,,,English* French* German* Italian* Korean* Spanish* Russian* Simplified Chinese* Traditional Chinese* Dutch Danish Finnish Japanese Norwegian Polish Portuguese Swedish Thai**languages with full audio support,http://www.half-life2.com,,,,,,
240,240,Counter-Strike: Source,Counter-Strike: Source,Nov 1 2004,0,0,1,0,88,0,1,53931,1,5,15433570,100626,11472993,87251,147,10,false,false,false,true,false,true,true,true,true,false,true,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,19.99,19.99,,http://steamcommunity.com/app/240,"THE NEXT INSTALLMENT OF THE WORLDS # 1 ONLINE ACTION GAME Counter-Strike: Source blends Counter-Strikes award-winning teamplay action with the advanced technology of Source™ technology. Featuring state of the art graphics all new sounds and introducing physics Counter-Strike: Source is a must-have for every action gamer.",http://cdn.akamai.steamstatic.com/steam/apps/240/page_bg_generated_v6b.jpg?t=1448314295,Just updated to include player stats achievements new scoreboards and more!,"THE NEXT INSTALLMENT OF THE WORLDS # 1 ONLINE ACTION GAME Counter-Strike: Source blends Counter-Strikes award-winning teamplay action with the advanced technology of Source™ technology. Featuring state of the art graphics all new sounds and introducing physics Counter-Strike: Source is a must-have for every action gamer.",,,http://cdn.akamai.steamstatic.com/steam/apps/240/header.jpg?t=1448314295,,,English French German Italian Japanese Korean Spanish Russian Simplified Chinese Traditional Chinese Thai Turkish,None,Minimum: 1.7 GHz Processor 512MB RAM DirectX® 8.1 level Graphics Card (Requires support for SSE) Windows® 7 (32/64-bit)/Vista/XP Mouse Keyboard Internet ConnectionRecommended: Pentium 4 processor (3.0GHz or better) 1GB RAM DirectX® 9 level Graphics Card Windows® 7 (32/64-bit)/Vista/XP Mouse Keyboard Internet Connection,,Minimum: 1.7 GHz Processor 512MB RAM Mouse Keyboard Internet Connection,,Minimum: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 1GB RAM NVIDIA GeForce 8 or higher ATI X1600 or higher or Intel HD 3000 or higher Mouse Keyboard Internet Connection,
280,280,Half-Life: Source,Half-Life: Source,Jun 1 2004,0,0,1,0,0,0,1,2547,1,4,2983660,45027,695697,21811,0,0,false,true,false,true,false,true,true,true,true,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,9.99,9.99,,,Winner of over 50 Game of the Year awards Half-Life set new standards for action games when it was released in 1998. Half-Life: Source is a digitally remastered version of the critically acclaimed and best selling PC game enhanced via Source technology to include physics simulation enhanced effects and more.,http://cdn.akamai.steamstatic.com/steam/apps/280/page_bg_generated_v6b.jpg?t=1447350819,,Winner of over 50 Game of the Year awards Half-Life set new standards for action games when it was released in 1998. Half-Life: Source is a digitally remastered version of the critically acclaimed and best selling PC game enhanced via Source technology to include physics simulation enhanced effects and more.,,,http://cdn.akamai.steamstatic.com/steam/apps/280/header.jpg?t=1447350819,,,English French German Italian Japanese Spanish Russian Simplified Chinese Traditional Chinese Thai Korean,None,Minimum: 1.2 GHz Processor 256MB RAM DirectX 7 level graphics card Windows XP Mouse Keyboard Internet ConnectionRecommended: 2.4 GHz Processor 512MB RAM DirectX 9 level graphics card Windows XP Mouse Keyboard Internet Connection,,Minimum: OS: Ubuntu 12.04Processor: Dual core from Intel or AMD at 2.8 GHz Memory: 4 GB RAM Graphics: nVidia GeForce 8600/9600GT ATI/AMD Radeaon HD2600/3600 (Graphic Drivers: nVidia 310 AMD 12.11) OpenGL 2.1 Network: Broadband Internet connection Hard Drive: 8 GB available space Sound Card: OpenAL Compatible Sound Card,,Minimum: OS:OS X version Leopard 10.5.8 Snow Leopard 10.6.3Memory: 1GB RAMGraphics: NVIDIA GeForce 8 or higher ATI X1600 or higher or Intel HD 3000 or higher Network: Internet ConnectionOther: Mouse Keyboard,
300,300,Day of Defeat: Source,Day of Defeat: Source,Jul 12 2010,0,0,1,0,80,3,1,7185,1,5,6400269,65635,2895778,44364,54,10,false,false,false,true,false,true,true,true,true,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,9.99,9.99,,,Day of Defeat offers intense online action gameplay set in Europe during WWII. Assume the role of infantry sniper or machine-gunner classes and more. DoD:S features enhanced graphics and sounds design to leverage the power of Source Valves new engine technology.,http://cdn.akamai.steamstatic.com/steam/apps/300/page_bg_generated_v6b.jpg?t=1447350820,"#app_300_note_1",Day of Defeat offers intense online action gameplay set in Europe during WWII. Assume the role of infantry sniper or machine-gunner classes and more. DoD:S features enhanced graphics and sounds design to leverage the power of Source Valves new engine technology.,,,http://cdn.akamai.steamstatic.com/steam/apps/300/header.jpg?t=1447350820,,,English,http://www.dayofdefeat.com/,Minimum: 1.7 GHz Processor 512MB RAM DirectX® 8.1 level Graphics Card (Requires support for SSE) Windows® 7 (32/64-bit)/Vista/XP Mouse Keyboard Internet ConnectionRecommended: Pentium 4 processor (3.0GHz or better) 1GB RAM DirectX® 9 level Graphics Card Windows® 7 (32/64-bit)/Vista/XP Mouse Keyboard Internet Connection,,,,Minimum: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 1GB RAM NVIDIA GeForce 8 or higher ATI X1600 or higher or Intel HD 3000 or higher Mouse Keyboard Internet Connection,
320,320,Half-Life 2: Deathmatch,Half-Life 2: Deathmatch,Nov 1 2004,0,0,1,0,0,0,2,4328,1,5,14001822,96041,3598829,49409,0,0,false,false,false,true,false,true,true,true,true,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,4.99,4.99,,,Fast multiplayer action set in the Half-Life 2 universe! HL2s physics adds a new dimension to deathmatch play. Play straight deathmatch or try Combine vs. Resistance teamplay. Toss a toilet at your friend today!,http://cdn.akamai.steamstatic.com/steam/apps/320/page_bg_generated_v6b.jpg?t=1447350821,,Fast multiplayer action set in the Half-Life 2 universe! HL2s physics adds a new dimension to deathmatch play. Play straight deathmatch or try Combine vs. Resistance teamplay. Toss a toilet at your friend today!,,,http://cdn.akamai.steamstatic.com/steam/apps/320/header.jpg?t=1447350821,,,English,None,Minimum: 1.2 GHz Processor 256MB RAM DirectX 7 level graphics card Windows XP Mouse Keyboard Internet ConnectionRecommended: 2.4 GHz Processor 512MB RAM DirectX 9 level graphics card Windows XP Mouse Keyboard Internet Connection,,,,Minimum: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 1GB RAM NVIDIA GeForce 8 or higher ATI X1600 or higher or Intel HD 3000 or higher Mouse Keyboard Internet Connection,
340,340,Half-Life 2: Lost Coast,Half-Life 2: Lost Coast,Oct 27 2005,0,0,1,0,0,0,0,4352,1,5,14844765,98771,2885376,44285,0,0,false,true,false,false,false,true,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,0.0,0.0,,,Originally planned as a section of the Highway 17 chapter of Half-Life 2 Lost Coast is a playable technology showcase that introduces High Dynamic Range lighting to the Source engine.,http://cdn.akamai.steamstatic.com/steam/apps/340/page_bg_generated_v6b.jpg?t=1447350821,,Originally planned as a section of the Highway 17 chapter of Half-Life 2 Lost Coast is a playable technology showcase that introduces High Dynamic Range lighting to the Source engine.,,,http://cdn.akamai.steamstatic.com/steam/apps/340/header.jpg?t=1447350821,,,English French German Italian Spanish Russian Simplified Chinese Traditional Chinese Korean,http://www.half-life2.com,Minimum: Pentium 4 2.4GHz or AMD 2800+ Processor 1GB RAM DirectX 9 level graphics card Windows XP Mouse Keyboard Internet Connection,,,,,
360,360,Half-Life Deathmatch: Source,Half-Life Deathmatch: Source,May 1 2006,0,0,1,0,0,0,1,864,1,5,6796273,67597,388292,16301,0,0,false,true,false,true,false,true,true,true,true,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,9.99,9.99,,,Half-Life Deathmatch: Source is a recreation of the first multiplayer game set in the Half-Life universe. Features all the classic weapons and most-played maps now running on the Source engine.,http://cdn.akamai.steamstatic.com/steam/apps/360/page_bg_generated_v6b.jpg?t=1447350852,,Half-Life Deathmatch: Source is a recreation of the first multiplayer game set in the Half-Life universe. Features all the classic weapons and most-played maps now running on the Source engine.,,,http://cdn.akamai.steamstatic.com/steam/apps/360/header.jpg?t=1447350852,,,English,None,Minimum:OS: Windows(r) 7 (32/64-bit)/Vista/XPProcessor: 1.7 GHz Processor requires support for SSEMemory: 1024 MB RAMDirectX: Version 8.1Network: Broadband Internet connectionStorage: 4 GB available space,,Minimum:OS: Ubuntu 12.04Processor: Dual core from Intel or AMD at 2.8 GHzMemory: 2 GB RAMGraphics: nVidia GeForce 8600/9600GT ATI/AMD Radeaon HD2600/3600 (Graphic Drivers: nVidia 310 AMD 12.11) OpenGL 2.1Network: Broadband Internet connectionStorage: 4 GB available spaceSound Card: OpenAL Compatible Sound Card,,Minimum:OS: OS X 10.5.8Processor: Dual core from IntelMemory: 2 GB RAMGraphics: nVidia 320M or higher or Radeon 7000 or higher or Intel HD 3000 or higherNetwork: Broadband Internet connectionStorage: 4 GB available space,
380,380,Half-Life 2: Episode One,Half-Life 2: Episode One,Jun 1 2006,0,0,1,1,87,5,2,4437,1,5,6298399,65120,2478611,41068,13,10,false,false,false,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,7.99,7.99,,,Half-Life 2 has sold over 4 million copies worldwide and earned over 35 Game of the Year Awards. Episode One is the first in a series of games that reveal the aftermath of Half-Life 2 and launch a journey beyond City 17. Also features two multiplayer games. Half-Life 2 not required.,http://cdn.akamai.steamstatic.com/steam/apps/380/page_bg_generated_v6b.jpg?t=1456867730,Supports cross-platform Steam Cloud - continue your game on any supported OS. Plus all new Steam achievements!,Half-Life 2 has sold over 4 million copies worldwide and earned over 35 Game of the Year Awards. Episode One is the first in a series of games that reveal the aftermath of Half-Life 2 and launch a journey beyond City 17. Also features two multiplayer games. Half-Life 2 not required.,,,http://cdn.akamai.steamstatic.com/steam/apps/380/header.jpg?t=1456867730,,,English* French* German* Italian* Korean* Spanish* Russian* Simplified Chinese* Traditional Chinese* Dutch Danish Finnish Japanese Norwegian Polish Portuguese Swedish Thai**languages with full audio support,http://ep1.half-life2.com/,Minimum: 1.7 GHz Processor 512MB RAM DirectX® 8.1 level Graphics Card (Requires support for SSE) Windows® 7 (32/64-bit)/Vista/XP Mouse Keyboard Internet ConnectionRecommended: Pentium 4 processor (3.0GHz or better) 1GB RAM DirectX® 9 level Graphics Card Windows® 7 (32/64-bit)/Vista/XP Mouse Keyboard Internet Connection,,,,Minimum: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 1GB RAM NVIDIA GeForce 8 or higher ATI X1600 or higher or Intel HD 3000 or higher Mouse Keyboard Internet Connection,
400,400,Portal,Portal,Oct 10 2007,0,1,1,1,90,1,2,27535,1,11,9795716,80813,6864247,67928,15,10,false,false,false,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,9.99,9.99,,http://steamcommunity.com/app/400,Portal™ is a new single player game from Valve. Set in the mysterious Aperture Science Laboratories Portal has been called one of the most innovative new games on the horizon and will offer gamers hours of unique gameplay.The game is designed to change the way players approach manipulate and surmise the possibilities in a given environment; similar to how Half-Life® 2s Gravity Gun innovated new ways to leverage an object in any given situation.Players must solve physical puzzles and challenges by opening portals to maneuvering objects and themselves through space.,http://cdn.akamai.steamstatic.com/steam/apps/400/page_bg_generated_v6b.jpg?t=1447890222,,Portal™ is a new single player game from Valve. Set in the mysterious Aperture Science Laboratories Portal has been called one of the most innovative new games on the horizon and will offer gamers hours of unique gameplay.The game is designed to change the way players approach manipulate and surmise the possibilities in a given environment; similar to how Half-Life® 2s Gravity Gun innovated new ways to leverage an object in any given situation.Players must solve physical puzzles and challenges by opening portals to maneuvering objects and themselves through space.,,,http://cdn.akamai.steamstatic.com/steam/apps/400/header.jpg?t=1447890222,,,English* French* German* Russian* Danish Dutch Finnish Italian Japanese Norwegian Polish Portuguese Simplified Chinese Spanish* Swedish Traditional Chinese* Korean*languages with full audio support,http://www.whatistheorangebox.com/,Minimum: 1.7 GHz Processor 512MB RAM DirectX® 8.1 level Graphics Card (Requires support for SSE) Windows® 7 (32/64-bit)/Vista/XP Mouse Keyboard Internet ConnectionRecommended: Pentium 4 processor (3.0GHz or better) 1GB RAM DirectX® 9 level Graphics Card Windows® 7 (32/64-bit)/Vista/XP Mouse Keyboard Internet Connection,,,,Minimum: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 1GB RAM NVIDIA GeForce 8 or higher ATI X1600 or higher or Intel HD 3000 or higher Mouse Keyboard Internet Connection,
420,420,Half-Life 2: Episode Two,Half-Life 2: Episode Two,Oct 10 2007,0,0,1,1,90,7,2,6104,1,5,5735062,62188,2240435,39058,22,10,false,false,false,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,7.99,7.99,,,Half-Life® 2: Episode Two is the second in a trilogy of new games created by Valve that extends the award-winning and best-selling Half-Life® adventure.As Dr. Gordon Freeman you were last seen exiting City 17 with Alyx Vance as the Citadel erupted amidst a storm of unknown proportions. In Episode Two you must battle and race against Combine forces as you traverse the White Forest to deliver a crucial information packet stolen from the Citadel to an enclave of fellow resistance scientists.Episode Two extends the award-winning Half-Life gameplay with unique weapons vehicles and newly-spawned creatures.,http://cdn.akamai.steamstatic.com/steam/apps/420/page_bg_generated_v6b.jpg?t=1456867684,Supports cross-platform Steam Cloud - continue your game on any supported OS.,Half-Life® 2: Episode Two is the second in a trilogy of new games created by Valve that extends the award-winning and best-selling Half-Life® adventure.As Dr. Gordon Freeman you were last seen exiting City 17 with Alyx Vance as the Citadel erupted amidst a storm of unknown proportions. In Episode Two you must battle and race against Combine forces as you traverse the White Forest to deliver a crucial information packet stolen from the Citadel to an enclave of fellow resistance scientists.Episode Two extends the award-winning Half-Life gameplay with unique weapons vehicles and newly-spawned creatures.,,,http://cdn.akamai.steamstatic.com/steam/apps/420/header.jpg?t=1456867684,,,English* French* German* Russian* Danish Dutch Finnish Italian Japanese Korean Norwegian Polish Portuguese Simplified Chinese Spanish* Swedish Traditional Chinese*languages with full audio support,http://www.whatistheorangebox.com/,Minimum: 1.7 GHz Processor 512MB RAM DirectX® 8.1 level Graphics Card (Requires support for SSE) Windows® 7 (32/64-bit)/Vista/XP Mouse Keyboard Internet ConnectionRecommended: Pentium 4 processor (3.0GHz or better) 1GB RAM DirectX® 9 level Graphics Card Windows® 7 (32/64-bit)/Vista/XP Mouse Keyboard Internet Connection,,,,Minimum: OS X version Leopard 10.5.8 Snow Leopard 10.6.3 1GB RAM NVIDIA GeForce 8 or higher ATI X1600 or higher or Intel HD 3000 or higher Mouse Keyboard Internet Connection,
440,440,Team Fortress 2,Team Fortress 2,Oct 10 2007,0,0,1,0,92,16,1,383949,1,11,37878812,152480,37878812,152480,520,10,false,true,false,true,false,true,true,true,true,true,true,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,,0.0,0.0,,http://steamcommunity.com/app/440,The most fun you can have online - PC Gamer Is now FREE! Theres no catch! Play as much as you want as long as you like! The most highly-rated free game of all time! One of the most popular online action games of all time Team Fortress 2 delivers constant free updates--new game modes maps equipment and most importantly hats. Nine distinct classes provide a broad range of tactical abilities and personalities and lend themselves to a variety of player skills. New to TF? Dont sweat it! No matter what your style and experience weve got a character for you. Detailed training and offline practice modes will help you hone your skills before jumping into one of TF2s many game modes including Capture the Flag Control Point Payload Arena King of the Hill and more. Make a character your own! There are hundreds of weapons hats and more to collect craft buy and trade. Tweak your favorite class to suit your gameplay style and personal taste. You dont need to pay to win--virtually all of the items in the Mann Co. Store can also be found in-game.,http://cdn.akamai.steamstatic.com/steam/apps/440/page_bg_generated_v6b.jpg?t=1473198172,Nine distinct classes provide a broad range of tactical abilities and personalities.  Constantly updated with new game modes maps equipment and most importantly hats!,The Tough Break Update is Now Available!About the GameThe most fun you can have online - PC Gamer Is now FREE! Theres no catch! Play as much as you want as long as you like! The most highly-rated free game of all time! One of the most popular online action games of all time Team Fortress 2 delivers constant free updates--new game modes maps equipment and most importantly hats. Nine distinct classes provide a broad range of tactical abilities and personalities and lend themselves to a variety of player skills. New to TF? Dont sweat it! No matter what your style and experience weve got a character for you. Detailed training and offline practice modes will help you hone your skills before jumping into one of TF2s many game modes including Capture the Flag Control Point Payload Arena King of the Hill and more. Make a character your own! There are hundreds of weapons hats and more to collect craft buy and trade. Tweak your favorite class to suit your gameplay style and personal taste. You dont need to pay to win--virtually all of the items in the Mann Co. Store can also be found in-game.,,,http://cdn.akamai.steamstatic.com/steam/apps/440/header.jpg?t=1473198172,,,English* Danish Dutch Finnish French German Italian Japanese Norwegian Polish Portuguese Russian Simplified Chinese Spanish Swedish Traditional Chinese Korean Czech Hungarian Portuguese-Brazil Turkish Greek Bulgarian Romanian Thai Ukrainian*languages with full audio support,http://www.teamfortress.com/,Minimum:OS: Windows(r) 7 (32/64-bit)/Vista/XPProcessor: 1.7 GHz Processor or betterMemory: 512 MB RAMDirectX: Version 8.1Network: Broadband Internet connectionStorage: 15 GB available spaceAdditional Notes: Mouse Keyboard,Recommended:OS: Windows(r) 7 (32/64-bit)Processor: Pentium 4 processor (3.0GHz or better)Memory: 1 GB RAMDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 15 GB available spaceAdditional Notes: Mouse Keyboard,Minimum:OS: Ubuntu 12.04Processor: Dual core from Intel or AMD at 2.8 GHzMemory: 1 GB RAMGraphics: nVidia GeForce 8600/9600GT ATI/AMD Radeon HD2600/3600 (Graphic Drivers: nVidia 310 AMD 12.11) OpenGL 2.1Network: Broadband Internet connectionStorage: 15 GB available spaceSound Card: OpenAL Compatible Sound CardAdditional Notes: Mouse Keyboard,,Minimum:OS: OS X version Leopard 10.5.8 and aboveProcessor: 1.7 GHz Processor or betterMemory: 1 GB RAMGraphics: NVIDIA GeForce 8 or higher ATI X1600 or higher Intel HD 3000 or higherNetwork: Broadband Internet connectionStorage: 15 GB available spaceAdditional Notes: Mouse Keyboard,
500,500,Left 4 Dead,Left 4 Dead,Nov 17 2008,0,0,1,0,89,6,2,9980,1,12,4473517,55021,3107949,45947,73,10,true,false,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,USD,19.99,19.99,,http://steamcommunity.com/app/500,From Valve (the creators of Counter-Strike Half-Life and more) comes Left 4 Dead a co-op action horror game for the PC and Xbox 360 that casts up to four players in an epic struggle for survival against swarming zombie hordes and terrifying mutant monsters.                    Set in the immediate aftermath of the zombie apocalypse L4Ds survival co-op mode lets you blast a path through the infected in four unique movies guiding your survivors across the rooftops of an abandoned metropolis through rural ghost towns and pitch-black forests in your quest to escape a devastated Ground Zero crawling with infected enemies. Each movie is comprised of five large maps and can be played by one to four human players with an emphasis on team-based strategy and objectives.                     New technology dubbed the AI Director is used to generate a unique gameplay experience every time you play. The Director tailors the frequency and ferocity of the zombie attacks to your performance putting you in the middle of a fast-paced but not overwhelming Hollywood horror movie.                    Addictive single player co-op and multiplayer action gameplay from the makers of Counter-Strike and Half-Life                    Versus Mode lets you compete four-on-four with friends playing as a human trying to get rescued or as a zombie boss monster that will stop at nothing to destroy them.See how long you and your friends can hold out against the infected horde in the new Survival ModeAn advanced AI director dynamically creates intense and unique experiences every time the game is played                     20 maps 10 weapons and unlimited possibilities in four sprawling movies                     Matchmaking stats rankings and awards system drive collaborative play                     Designers Commentary allows gamers to go behind the scenes of the game                     Powered by Source and Steam                     THE SACRIFICEThe Sacrifice is  the new add-on for Left 4 Dead.The Sacrifice is the prequel to The Passing and takes place from the L4D Survivors perspective as they make their way South. In addition to advancing the story The Sacrifice introduces a new style finale featuring Sacrificial Gameplay where players get to decide who will give their life so the others may live.In The Sacrifice for Left 4 Dead owners receive The Sacrifice campaign playable in Campaign Versus  and Survival modes.,http://cdn.akamai.steamstatic.com/steam/apps/500/page_bg_generated_v6b.jpg?t=1447903113,,Steam Big PictureAbout the GameFrom Valve (the creators of Counter-Strike Half-Life and more) comes Left 4 Dead a co-op action horror game for the PC and Xbox 360 that casts up to four players in an epic struggle for survival against swarming zombie hordes and terrifying mutant monsters.                    Set in the immediate aftermath of the zombie apocalypse L4Ds survival co-op mode lets you blast a path through the infected in four unique movies guiding your survivors across the rooftops of an abandoned metropolis through rural ghost towns and pitch-black forests in your quest to escape a devastated Ground Zero crawling with infected enemies. Each movie is comprised of five large maps and can be played by one to four human players with an emphasis on team-based strategy and objectives.                     New technology dubbed the AI Director is used to generate a unique gameplay experience every time you play. The Director tailors the frequency and ferocity of the zombie attacks to your performance putting you in the middle of a fast-paced but not overwhelming Hollywood horror movie.                    Addictive single player co-op and multiplayer action gameplay from the makers of Counter-Strike and Half-Life                    Versus Mode lets you compete four-on-four with friends playing as a human trying to get rescued or as a zombie boss monster that will stop at nothing to destroy them.See how long you and your friends can hold out against the infected horde in the new Survival ModeAn advanced AI director dynamically creates intense and unique experiences every time the game is played                     20 maps 10 weapons and unlimited possibilities in four sprawling movies                     Matchmaking stats rankings and awards system drive collaborative play                     Designers Commentary allows gamers to go behind the scenes of the game                     Powered by Source and Steam                     THE SACRIFICEThe Sacrifice is  the new add-on for Left 4 Dead.The Sacrifice is the prequel to The Passing and takes place from the L4D Survivors perspective as they make their way South. In addition to advancing the story The Sacrifice introduces a new style finale featuring Sacrificial Gameplay where players get to decide who will give their life so the others may live.In The Sacrifice for Left 4 Dead owners receive The Sacrifice campaign playable in Campaign Versus  and Survival modes.,,,http://cdn.akamai.steamstatic.com/steam/apps/500/header.jpg?t=1447903113,,,English* French* German* Spanish* Russian* Danish Dutch Finnish Italian Japanese Norwegian Polish Portuguese Simplified Chinese Swedish Traditional Chinese Korean*languages with full audio support,http://www.l4d.com/,Minimum:                    Supported OS: Windows(r) 7 32/64-bit / Vista 32/64 / XP                    Processor: Pentium 4 3.0GHz                     Memory: 1 GB                    Graphics: 128 MB Shader model 2.0 ATI 9600 NVidia 6600 or better                     Hard Drive: At least 7.5 GB of free space                    Sound Card: DirectX 9.0c compatible sound card,Recommended:                    Supported OS: Windows(r) 7 32/64-bit / Vista 32/64 / XP                    Processor: Intel core 2 duo 2.4GHz                    Memory: 1 GB                     Graphics: Shader model 3.0 NVidia 7600 ATI X1600 or better,,,OS: MacOS X 10.6.4 or higher (Snow Leopard Graphics Update required)Processor: Dual core Intel processor 2GHz or betterVideo Card: ATI Radeon 2400 or higher / NVIDIA 8600M or higher / Intel HD Graphics 3000Not supported: OS X 10.5.x ATI X1600 or X1900 graphics NVIDIA GeForce 7 graphics or Intel graphics less than Intel HD 3000.,
